FECHA;VALOR
09/08/2013;5,5428
08/08/2013;5,5377
07/08/2013;5,5285
06/08/2013;5,5275
05/08/2013;5,5202
02/08/2013;5,5173
01/08/2013;5,5082
31/07/2013;5,5065
30/07/2013;5,4993
29/07/2013;5,4908
26/07/2013;5,4807
25/07/2013;5,4710
24/07/2013;5,4638
23/07/2013;5,4617
22/07/2013;5,4623
19/07/2013;5,4593
18/07/2013;5,4465
17/07/2013;5,4383
16/07/2013;5,4345
15/07/2013;5,4303
12/07/2013;5,4242
11/07/2013;5,4183
10/07/2013;5,4125
08/07/2013;5,4073
05/07/2013;5,4048
04/07/2013;5,4050
03/07/2013;5,3990
02/07/2013;5,3932
01/07/2013;5,3900
28/06/2013;5,3852
27/06/2013;5,3758
26/06/2013;5,3688
25/06/2013;5,3635
24/06/2013;5,3592
19/06/2013;5,3467
18/06/2013;5,3395
17/06/2013;5,3368
14/06/2013;5,3302
13/06/2013;5,3250
12/06/2013;5,3167
11/06/2013;5,3093
10/06/2013;5,3052
07/06/2013;5,2995
06/06/2013;5,2955
05/06/2013;5,2917
04/06/2013;5,2895
03/06/2013;5,2875
31/05/2013;5,2837
30/05/2013;5,2798
29/05/2013;5,2743
28/05/2013;5,2702
27/05/2013;5,2685
24/05/2013;5,2662
23/05/2013;5,2602
22/05/2013;5,2512
21/05/2013;5,2472
20/05/2013;5,2423
17/05/2013;5,2343
16/05/2013;5,2340
15/05/2013;5,2355
14/05/2013;5,2360
13/05/2013;5,2313
10/05/2013;5,2268
09/05/2013;5,2197
08/05/2013;5,2130
07/05/2013;5,2095
06/05/2013;5,2065
03/05/2013;5,1968
02/05/2013;5,1898
30/04/2013;5,1840
29/04/2013;5,1805
26/04/2013;5,1752
25/04/2013;5,1753
24/04/2013;5,1747
23/04/2013;5,1693
22/04/2013;5,1667
19/04/2013;5,1613
18/04/2013;5,1580
17/04/2013;5,1558
16/04/2013;5,1552
15/04/2013;5,1522
12/04/2013;5,1468
11/04/2013;5,1432
10/04/2013;5,1400
09/04/2013;5,1373
08/04/2013;5,1345
05/04/2013;5,1370
04/04/2013;5,1328
03/04/2013;5,1303
27/03/2013;5,1223
26/03/2013;5,1193
25/03/2013;5,1160
22/03/2013;5,1077
21/03/2013;5,0997
20/03/2013;5,0958
19/03/2013;5,0967
18/03/2013;5,0967
15/03/2013;5,0902
14/03/2013;5,0843
13/03/2013;5,0788
12/03/2013;5,0765
11/03/2013;5,0692
08/03/2013;5,0648
07/03/2013;5,0628
06/03/2013;5,0592
05/03/2013;5,0555
04/03/2013;5,0523
01/03/2013;5,0475
28/02/2013;5,0448
27/02/2013;5,0392
26/02/2013;5,0358
25/02/2013;5,0337
22/02/2013;5,0300
21/02/2013;5,0275
19/02/2013;5,0215
18/02/2013;5,0187
15/02/2013;5,0088
14/02/2013;5,0047
13/02/2013;5,0020
08/02/2013;4,9963
07/02/2013;4,9913
06/02/2013;4,9855
05/02/2013;4,9833
04/02/2013;4,9825
01/02/2013;4,9828
30/01/2013;4,9768
29/01/2013;4,9740
28/01/2013;4,9702
25/01/2013;4,9640
24/01/2013;4,9625
23/01/2013;4,9608
22/01/2013;4,9588
21/01/2013;4,9563
18/01/2013;4,9500
17/01/2013;4,9495
16/01/2013;4,9493
15/01/2013;4,9507
14/01/2013;4,9480
11/01/2013;4,9408
10/01/2013;4,9385
09/01/2013;4,9353
08/01/2013;4,9312
07/01/2013;4,9288
04/01/2013;4,9262
03/01/2013;4,9263
02/01/2013;4,9228
